playerid,birthyear,birthmonth,birthday,birthcountry,birthstate,birthcity,deathyear,deathmonth,deathday,deathcountry,deathstate,deathcity,namefirst,namelast,namegiven,weight,height,bats,throws,debut,finalgame,retroid,bbrefid,schoolid,yearid
anderbu01,1956,5.0,27.0,USA,NY,Westbury,,,,,,,Bud,Anderson,Karl Adam,210.0,75.0,R,R,1982-06-11,1983-10-02,andeb101,anderbu01,rutgers,1975
anderbu01,1956,5.0,27.0,USA,NY,Westbury,,,,,,,Bud,Anderson,Karl Adam,210.0,75.0,R,R,1982-06-11,1983-10-02,andeb101,anderbu01,rutgers,1976
anderbu01,1956,5.0,27.0,USA,NY,Westbury,,,,,,,Bud,Anderson,Karl Adam,210.0,75.0,R,R,1982-06-11,1983-10-02,andeb101,anderbu01,rutgers,1977
andercr01,1938,7.0,1.0,USA,DC,Washington,,,,,,,Craig,Anderson,Norman Craig,205.0,74.0,R,R,1961-06-23,1964-05-31,andec101,andercr01,lehigh,1958
andercr01,1938,7.0,1.0,USA,DC,Washington,,,,,,,Craig,Anderson,Norman Craig,205.0,74.0,R,R,1961-06-23,1964-05-31,andec101,andercr01,lehigh,1959
andercr01,1938,7.0,1.0,USA,DC,Washington,,,,,,,Craig,Anderson,Norman Craig,205.0,74.0,R,R,1961-06-23,1964-05-31,andec101,andercr01,lehigh,1960
anderda02,1960,8.0,1.0,USA,KY,Louisville,,,,,,,Dave,Anderson,David Carter,185.0,74.0,R,R,1983-05-08,1992-10-03,anded001,anderda02,memphis,1980
anderda02,1960,8.0,1.0,USA,KY,Louisville,,,,,,,Dave,Anderson,David Carter,185.0,74.0,R,R,1983-05-08,1992-10-03,anded001,anderda02,memphis,1981
anderdr01,1981,6.0,9.0,USA,NE,Kearney,,,,,,,Drew,Anderson,Drew Thomas,195.0,74.0,L,R,2006-09-11,2006-10-01,anded002,anderdr01,nebraska,2001
anderdr01,1981,6.0,9.0,USA,NE,Kearney,,,,,,,Drew,Anderson,Drew Thomas,195.0,74.0,L,R,2006-09-11,2006-10-01,anded002,anderdr01,nebraska,2002
anderdr01,1981,6.0,9.0,USA,NE,Kearney,,,,,,,Drew,Anderson,Drew Thomas,195.0,74.0,L,R,2006-09-11,2006-10-01,anded002,anderdr01,nebraska,2003
anderfe01,1918,1.0,9.0,USA,KS,Maple City,1978.0,3.0,12.0,USA,MO,Joplin,Ferrell,Anderson,Ferrell Jack,200.0,73.0,R,R,1946-04-16,1953-09-01,andef102,anderfe01,kansas,1937
anderfe01,1918,1.0,9.0,USA,KS,Maple City,1978.0,3.0,12.0,USA,MO,Joplin,Ferrell,Anderson,Ferrell Jack,200.0,73.0,R,R,1946-04-16,1953-09-01,andef102,anderfe01,kansas,1938
anderfr01,1885,12.0,11.0,USA,NC,Calahan,1957.0,11.0,8.0,USA,NC,Winston-Salem,Fred,Anderson,John Frederick,180.0,74.0,R,R,1909-09-25,1918-07-09,andef101,anderfr01,davidson,1906
anderfr01,1885,12.0,11.0,USA,NC,Calahan,1957.0,11.0,8.0,USA,NC,Winston-Salem,Fred,Anderson,John Frederick,180.0,74.0,R,R,1909-09-25,1918-07-09,andef101,anderfr01,mdmdbal,1909
anderha02,1931,9.0,10.0,USA,MD,North East,1998.0,6.0,11.0,USA,DE,Greenville,Harry,Anderson,Harry Walter,205.0,75.0,L,R,1957-04-18,1961-05-05,andeh101,anderha02,wchester,1951
anderha02,1931,9.0,10.0,USA,MD,North East,1998.0,6.0,11.0,USA,DE,Greenville,Harry,Anderson,Harry Walter,205.0,75.0,L,R,1957-04-18,1961-05-05,andeh101,anderha02,wchester,1952
anderja01,1979,6.0,9.0,USA,IL,Danville,,,,,,,Jason,Anderson,Jason Roger,188.0,72.0,L,R,2003-03-31,2005-07-15,andej003,anderja01,illinois,1998
anderja01,1979,6.0,9.0,USA,IL,Danville,,,,,,,Jason,Anderson,Jason Roger,188.0,72.0,L,R,2003-03-31,2005-07-15,andej003,anderja01,illinois,1999
anderja01,1979,6.0,9.0,USA,IL,Danville,,,,,,,Jason,Anderson,Jason Roger,188.0,72.0,L,R,2003-03-31,2005-07-15,andej003,anderja01,illinois,2000
anderjo03,1982,8.0,10.0,USA,KY,Somerset,,,,,,,Josh,Anderson,Joshua Aaron,195.0,74.0,L,R,2007-09-02,2009-10-02,andej004,anderjo03,ekentucky,2001
anderjo03,1982,8.0,10.0,USA,KY,Somerset,,,,,,,Josh,Anderson,Joshua Aaron,195.0,74.0,L,R,2007-09-02,2009-10-02,andej004,anderjo03,ekentucky,2002
anderjo03,1982,8.0,10.0,USA,KY,Somerset,,,,,,,Josh,Anderson,Joshua Aaron,195.0,74.0,L,R,2007-09-02,2009-10-02,andej004,anderjo03,ekentucky,2003
anderke01,1963,8.0,12.0,USA,SC,Florence,,,,,,,Kent,Anderson,Kent McKay,180.0,73.0,R,R,1989-04-15,1990-09-06,andek001,anderke01,scarolina,1982
anderke01,1963,8.0,12.0,USA,SC,Florence,,,,,,,Kent,Anderson,Kent McKay,180.0,73.0,R,R,1989-04-15,1990-09-06,andek001,anderke01,scarolina,1983
anderke01,1963,8.0,12.0,USA,SC,Florence,,,,,,,Kent,Anderson,Kent McKay,180.0,73.0,R,R,1989-04-15,1990-09-06,andek001,anderke01,scarolina,1984
anderma01,1976,8.0,17.0,USA,KY,Louisville,,,,,,,Matt,Anderson,Matthew Jason,200.0,76.0,R,R,1998-06-25,2005-07-01,andem002,anderma01,rice,1995
anderma01,1976,8.0,17.0,USA,KY,Louisville,,,,,,,Matt,Anderson,Matthew Jason,200.0,76.0,R,R,1998-06-25,2005-07-01,andem002,anderma01,rice,1996
anderma01,1976,8.0,17.0,USA,KY,Louisville,,,,,,,Matt,Anderson,Matthew Jason,200.0,76.0,R,R,1998-06-25,2005-07-01,andem002,anderma01,rice,1997
anderma02,1974,1.0,6.0,USA,AL,Montgomery,,,,,,,Marlon,Anderson,Marlon Ordell,190.0,70.0,L,R,1998-09-08,2009-04-10,andem003,anderma02,salabama,1993
anderma02,1974,1.0,6.0,USA,AL,Montgomery,,,,,,,Marlon,Anderson,Marlon Ordell,190.0,70.0,L,R,1998-09-08,2009-04-10,andem003,anderma02,salabama,1994
anderma02,1974,1.0,6.0,USA,AL,Montgomery,,,,,,,Marlon,Anderson,Marlon Ordell,190.0,70.0,L,R,1998-09-08,2009-04-10,andem003,anderma02,salabama,1995
andermi02,1966,7.0,30.0,USA,TX,Austin,,,,,,,Mike,Anderson,Michael James,200.0,75.0,R,R,1993-09-07,1993-09-17,andem001,andermi02,swesterntx,1985
andermi02,1966,7.0,30.0,USA,TX,Austin,,,,,,,Mike,Anderson,Michael James,200.0,75.0,R,R,1993-09-07,1993-09-17,andem001,andermi02,swesterntx,1986
andermi02,1966,7.0,30.0,USA,TX,Austin,,,,,,,Mike,Anderson,Michael James,200.0,75.0,R,R,1993-09-07,1993-09-17,andem001,andermi02,swesterntx,1987
andermi02,1966,7.0,30.0,USA,TX,Austin,,,,,,,Mike,Anderson,Michael James,200.0,75.0,R,R,1993-09-07,1993-09-17,andem001,andermi02,swesterntx,1988
anderri02,1956,11.0,29.0,USA,WA,Everett,,,,,,,Rick,Anderson,Richard Arlen,175.0,72.0,R,R,1986-06-09,1988-07-28,ander001,anderri02,washington,1978
andersc01,1962,8.0,1.0,USA,OR,Corvallis,,,,,,,Scott,Anderson,Scott Richard,190.0,78.0,R,R,1987-04-08,1995-08-26,andes001,andersc01,oregonst,1981
andersc01,1962,8.0,1.0,USA,OR,Corvallis,,,,,,,Scott,Anderson,Scott Richard,190.0,78.0,R,R,1987-04-08,1995-08-26,andes001,andersc01,oregonst,1982
andersc01,1962,8.0,1.0,USA,OR,Corvallis,,,,,,,Scott,Anderson,Scott Richard,190.0,78.0,R,R,1987-04-08,1995-08-26,andes001,andersc01,oregonst,1983
andersc01,1962,8.0,1.0,USA,OR,Corvallis,,,,,,,Scott,Anderson,Scott Richard,190.0,78.0,R,R,1987-04-08,1995-08-26,andes001,andersc01,oregonst,1984
anderwa01,1897,9.0,25.0,USA,MI,Grand Rapids,1990.0,1.0,6.0,USA,MI,Battle Creek,Walter,Anderson,Walter Carl,160.0,74.0,L,L,1917-05-14,1919-05-02,andew102,anderwa01,wmichigan,1916
anderwi01,1886,8.0,13.0,USA,TX,Lillian,1950.0,12.0,19.0,USA,TX,Fort Worth,Wingo,Anderson,Wingo Charlie,150.0,70.0,L,L,1910-04-16,1910-06-01,andew101,anderwi01,txburne,1904
anderwi01,1886,8.0,13.0,USA,TX,Lillian,1950.0,12.0,19.0,USA,TX,Fort Worth,Wingo,Anderson,Wingo Charlie,150.0,70.0,L,L,1910-04-16,1910-06-01,andew101,anderwi01,txburne,1905
anderwi01,1886,8.0,13.0,USA,TX,Lillian,1950.0,12.0,19.0,USA,TX,Fort Worth,Wingo,Anderson,Wingo Charlie,150.0,70.0,L,L,1910-04-16,1910-06-01,andew101,anderwi01,txburne,1906
andrast01,1978,2.0,6.0,USA,CA,Woodland,,,,,,,Steve,Andrade,Stephen Michael,220.0,73.0,R,R,2006-05-01,2006-05-10,andrs002,andrast01,caameri,1998
andrast01,1978,2.0,6.0,USA,CA,Woodland,,,,,,,Steve,Andrade,Stephen Michael,220.0,73.0,R,R,2006-05-01,2006-05-10,andrs002,andrast01,csstanisl,2001
andreed01,1859,4.0,5.0,USA,OH,Painesville,1934.0,8.0,12.0,USA,FL,West Palm Beach,Ed,Andrews,George Edward,160.0,68.0,R,R,1884-05-01,1891-07-26,andre101,andreed01,casewestrn,1881
andreel01,1901,12.0,11.0,USA,SC,Greenwood,1979.0,11.0,25.0,USA,SC,Greenwood,Elbert,Andrews,Elbert DeVore,175.0,72.0,L,R,1925-05-01,1925-06-12,andre102,andreel01,furman,1921
andreel01,1901,12.0,11.0,USA,SC,Greenwood,1979.0,11.0,25.0,USA,SC,Greenwood,Elbert,Andrews,Elbert DeVore,175.0,72.0,L,R,1925-05-01,1925-06-12,andre102,andreel01,furman,1922
andreel01,1901,12.0,11.0,USA,SC,Greenwood,1979.0,11.0,25.0,USA,SC,Greenwood,Elbert,Andrews,Elbert DeVore,175.0,72.0,L,R,1925-05-01,1925-06-12,andre102,andreel01,furman,1923
andreer01,1918,1.0,11.0,USA,IN,Jeffersonville,2008.0,9.0,19.0,USA,FL,Bradenton,Ernie,Andres,Ernest Henry,200.0,73.0,R,R,1946-04-16,1946-05-16,andre103,andreer01,indiana,1937
andreer01,1918,1.0,11.0,USA,IN,Jeffersonville,2008.0,9.0,19.0,USA,FL,Bradenton,Ernie,Andres,Ernest Henry,200.0,73.0,R,R,1946-04-16,1946-05-16,andre103,andreer01,indiana,1938
andreer01,1918,1.0,11.0,USA,IN,Jeffersonville,2008.0,9.0,19.0,USA,FL,Bradenton,Ernie,Andres,Ernest Henry,200.0,73.0,R,R,1946-04-16,1946-05-16,andre103,andreer01,indiana,1939
andrejo02,1949,2.0,9.0,USA,CA,Monterey Park,,,,,,,John,Andrews,John Richard,175.0,70.0,L,L,1973-04-08,1973-09-19,andrj101,andrejo02,capasad,1968
andrejo02,1949,2.0,9.0,USA,CA,Monterey Park,,,,,,,John,Andrews,John Richard,175.0,70.0,L,L,1973-04-08,1973-09-19,andrj101,andrejo02,capasad,1969
andrejo02,1949,2.0,9.0,USA,CA,Monterey Park,,,,,,,John,Andrews,John Richard,175.0,70.0,L,L,1973-04-08,1973-09-19,andrj101,andrejo02,sandiegost,1970
andreki01,1953,11.0,14.0,USA,CA,Glendale,,,,,,,Kim,Andrew,Kim Darrell,160.0,70.0,R,R,1975-04-16,1975-04-21,andrk101,andreki01,calavco,1972
andrena01,1913,9.0,30.0,USA,NC,Pembroke,1991.0,4.0,26.0,USA,NC,Winston-Salem,Nate,Andrews,Nathan Hardy,195.0,72.0,R,R,1937-05-01,1946-06-23,andrn101,andrena01,ncstand,1932
andrena01,1913,9.0,30.0,USA,NC,Pembroke,1991.0,4.0,26.0,USA,NC,Winston-Salem,Nate,Andrews,Nathan Hardy,195.0,72.0,R,R,1937-05-01,1946-06-23,andrn101,andrena01,unc,1933
andrena01,1913,9.0,30.0,USA,NC,Pembroke,1991.0,4.0,26.0,USA,NC,Winston-Salem,Nate,Andrews,Nathan Hardy,195.0,72.0,R,R,1937-05-01,1946-06-23,andrn101,andrena01,unc,1934
angelno01,1947,9.0,24.0,USA,CA,San Francisco,,,,,,,Norm,Angelini,Norman Stanley,175.0,71.0,L,L,1972-07-22,1973-06-19,angen101,angelno01,cacsmat,1966
angelno01,1947,9.0,24.0,USA,CA,San Francisco,,,,,,,Norm,Angelini,Norman Stanley,175.0,71.0,L,L,1972-07-22,1973-06-19,angen101,angelno01,cacsmat,1967
angelno01,1947,9.0,24.0,USA,CA,San Francisco,,,,,,,Norm,Angelini,Norman Stanley,175.0,71.0,L,L,1972-07-22,1973-06-19,angen101,angelno01,washst,1968
angelno01,1947,9.0,24.0,USA,CA,San Francisco,,,,,,,Norm,Angelini,Norman Stanley,175.0,71.0,L,L,1972-07-22,1973-06-19,angen101,angelno01,washst,1969
anglema01,1985,9.0,10.0,USA,OH,Columbus,,,,,,,Matt,Angle,Matthew Ryan,185.0,69.0,L,R,2011-07-17,2011-09-28,anglm001,anglema01,ohiost,2005
anglema01,1985,9.0,10.0,USA,OH,Columbus,,,,,,,Matt,Angle,Matthew Ryan,185.0,69.0,L,R,2011-07-17,2011-09-28,anglm001,anglema01,ohiost,2006
anglema01,1985,9.0,10.0,USA,OH,Columbus,,,,,,,Matt,Angle,Matthew Ryan,185.0,69.0,L,R,2011-07-17,2011-09-28,anglm001,anglema01,ohiost,2007
angleto01,1904,10.0,2.0,USA,MD,Baltimore,1952.0,10.0,26.0,USA,KS,Wichita,Tom,Angley,Thomas Samuel,190.0,68.0,L,R,1929-04-23,1929-04-30,anglt101,angleto01,gatech,1925
angleto01,1904,10.0,2.0,USA,MD,Baltimore,1952.0,10.0,26.0,USA,KS,Wichita,Tom,Angley,Thomas Samuel,190.0,68.0,L,R,1929-04-23,1929-04-30,anglt101,angleto01,gatech,1926
angleto01,1904,10.0,2.0,USA,MD,Baltimore,1952.0,10.0,26.0,USA,KS,Wichita,Tom,Angley,Thomas Samuel,190.0,68.0,L,R,1929-04-23,1929-04-30,anglt101,angleto01,gatech,1927
ankenpa01,1912,12.0,23.0,USA,TX,Houston,1989.0,1.0,13.0,USA,TX,Houston,Pat,Ankenman,Frederick Norman,125.0,64.0,R,R,1936-04-16,1944-06-02,ankep101,ankenpa01,texas,1932
ankenpa01,1912,12.0,23.0,USA,TX,Houston,1989.0,1.0,13.0,USA,TX,Houston,Pat,Ankenman,Frederick Norman,125.0,64.0,R,R,1936-04-16,1944-06-02,ankep101,ankenpa01,texas,1933
ankenpa01,1912,12.0,23.0,USA,TX,Houston,1989.0,1.0,13.0,USA,TX,Houston,Pat,Ankenman,Frederick Norman,125.0,64.0,R,R,1936-04-16,1944-06-02,ankep101,ankenpa01,texas,1934
antonma01,1985,4.0,8.0,USA,MA,Peabody,,,,,,,Matt,Antonelli,Matthew Antonio,195.0,73.0,R,R,2008-09-01,2008-09-28,antom001,antonma01,wake,2004
antonma01,1985,4.0,8.0,USA,MA,Peabody,,,,,,,Matt,Antonelli,Matthew Antonio,195.0,73.0,R,R,2008-09-01,2008-09-28,antom001,antonma01,wake,2005
antonma01,1985,4.0,8.0,USA,MA,Peabody,,,,,,,Matt,Antonelli,Matthew Antonio,195.0,73.0,R,R,2008-09-01,2008-09-28,antom001,antonma01,wake,2006
apodabo01,1950,1.0,31.0,USA,CA,Los Angeles,,,,,,,Bob,Apodaca,Robert John,170.0,71.0,R,R,1973-09-18,1977-09-18,apodb101,apodabo01,cacerri,1968
apodabo01,1950,1.0,31.0,USA,CA,Los Angeles,,,,,,,Bob,Apodaca,Robert John,170.0,71.0,R,R,1973-09-18,1977-09-18,apodb101,apodabo01,cacerri,1969
apodabo01,1950,1.0,31.0,USA,CA,Los Angeles,,,,,,,Bob,Apodaca,Robert John,170.0,71.0,R,R,1973-09-18,1977-09-18,apodb101,apodabo01,calstla,1970
apodabo01,1950,1.0,31.0,USA,CA,Los Angeles,,,,,,,Bob,Apodaca,Robert John,170.0,71.0,R,R,1973-09-18,1977-09-18,apodb101,apodabo01,calstla,1971
appieke01,1967,12.0,6.0,USA,CA,Lancaster,,,,,,,Kevin,Appier,Robert Kevin,180.0,74.0,R,R,1989-06-04,2004-04-23,appik001,appieke01,caantel,1987
appieke01,1967,12.0,6.0,USA,CA,Lancaster,,,,,,,Kevin,Appier,Robert Kevin,180.0,74.0,R,R,1989-06-04,2004-04-23,appik001,appieke01,fresnost,1986
applepe01,1904,5.0,20.0,USA,CT,Terryville,1974.0,1.0,18.0,USA,NJ,Trenton,Pete,Appleton,Peter William,180.0,71.0,R,R,1927-09-14,1945-09-20,applp101,applepe01,michigan,1924
applepe01,1904,5.0,20.0,USA,CT,Terryville,1974.0,1.0,18.0,USA,NJ,Trenton,Pete,Appleton,Peter William,180.0,71.0,R,R,1927-09-14,1945-09-20,applp101,applepe01,michigan,1925
applepe01,1904,5.0,20.0,USA,CT,Terryville,1974.0,1.0,18.0,USA,NJ,Trenton,Pete,Appleton,Peter William,180.0,71.0,R,R,1927-09-14,1945-09-20,applp101,applepe01,michigan,1926
ardelda01,1941,5.0,27.0,USA,WA,Seattle,,,,,,,Dan,Ardell,Daniel Miers,190.0,74.0,L,L,1961-09-14,1961-09-27,arded101,ardelda01,usc,1961
ardoida01,1974,7.0,8.0,USA,LA,Mamou,,,,,,,Danny,Ardoin,Daniel Wayne,205.0,72.0,R,R,2000-08-02,2008-09-26,ardod001,ardoida01,mcneese,1995
ardoida01,1974,7.0,8.0,USA,LA,Mamou,,,,,,,Danny,Ardoin,Daniel Wayne,205.0,72.0,R,R,2000-08-02,2008-09-26,ardod001,ardoida01,txtexar,1993
ardoida01,1974,7.0,8.0,USA,LA,Mamou,,,,,,,Danny,Ardoin,Daniel Wayne,205.0,72.0,R,R,2000-08-02,2008-09-26,ardod001,ardoida01,txtexar,1994
arencjp01,1986,1.0,5.0,USA,FL,Miami,,,,,,,J. P.,Arencibia,Jonathan Paul,210.0,73.0,R,R,2010-08-07,2015-10-01,arenj001,arencjp01,tennessee,2005
arencjp01,1986,1.0,5.0,USA,FL,Miami,,,,,,,J. P.,Arencibia,Jonathan Paul,210.0,73.0,R,R,2010-08-07,2015-10-01,arenj001,arencjp01,tennessee,2006
arencjp01,1986,1.0,5.0,USA,FL,Miami,,,,,,,J. P.,Arencibia,Jonathan Paul,210.0,73.0,R,R,2010-08-07,2015-10-01,arenj001,arencjp01,tennessee,2007
ariasge01,1972,3.0,12.0,USA,AZ,Tucson,,,,,,,George,Arias,George Alberto,190.0,71.0,R,R,1996-04-02,1999-07-28,ariag001,ariasge01,arizona,1993
ariasge01,1972,3.0,12.0,USA,AZ,Tucson,,,,,,,George,Arias,George Alberto,190.0,71.0,R,R,1996-04-02,1999-07-28,ariag001,ariasge01,azpimcc,1991
ariasge01,1972,3.0,12.0,USA,AZ,Tucson,,,,,,,George,Arias,George Alberto,190.0,71.0,R,R,1996-04-02,1999-07-28,ariag001,ariasge01,azpimcc,1992
arlinst01,1945,9.0,25.0,USA,WA,Seattle,2016.0,8.0,17.0,USA,CA,San Diego,Steve,Arlin,Stephen Ralph,195.0,75.0,R,R,1969-06-17,1974-09-14,arlis101,arlinst01,ohiost,1965
arlinst01,1945,9.0,25.0,USA,WA,Seattle,2016.0,8.0,17.0,USA,CA,San Diego,Steve,Arlin,Stephen Ralph,195.0,75.0,R,R,1969-06-17,1974-09-14,arlis101,arlinst01,ohiost,1966
armstja01,1965,3.0,7.0,USA,NJ,Englewood,,,,,,,Jack,Armstrong,Jack William,220.0,77.0,R,R,1988-06-21,1994-04-17,armsj001,armstja01,oklahoma,1987
armstja01,1965,3.0,7.0,USA,NJ,Englewood,,,,,,,Jack,Armstrong,Jack William,220.0,77.0,R,R,1988-06-21,1994-04-17,armsj001,armstja01,rider,1984
armstja01,1965,3.0,7.0,USA,NJ,Englewood,,,,,,,Jack,Armstrong,Jack William,220.0,77.0,R,R,1988-06-21,1994-04-17,armsj001,armstja01,rider,1985
armstja01,1965,3.0,7.0,USA,NJ,Englewood,,,,,,,Jack,Armstrong,Jack William,220.0,77.0,R,R,1988-06-21,1994-04-17,armsj001,armstja01,rider,1986
armstmi01,1954,3.0,7.0,USA,NY,Glen Cove,,,,,,,Mike,Armstrong,Michael Dennis,193.0,75.0,R,R,1980-08-12,1987-07-05,armsm001,armstmi01,miamifl,1973
arndtla01,1963,2.0,25.0,USA,OH,Fremont,2014.0,1.0,3.0,USA,AZ,Tucson,Larry,Arndt,Larry Wayne,195.0,73.0,R,R,1989-06-06,1989-06-07,arndl001,arndtla01,bowlgreen,1982
arndtla01,1963,2.0,25.0,USA,OH,Fremont,2014.0,1.0,3.0,USA,AZ,Tucson,Larry,Arndt,Larry Wayne,195.0,73.0,R,R,1989-06-06,1989-06-07,arndl001,arndtla01,bowlgreen,1983
arndtla01,1963,2.0,25.0,USA,OH,Fremont,2014.0,1.0,3.0,USA,AZ,Tucson,Larry,Arndt,Larry Wayne,195.0,73.0,R,R,1989-06-06,1989-06-07,arndl001,arndtla01,bowlgreen,1984
arndtla01,1963,2.0,25.0,USA,OH,Fremont,2014.0,1.0,3.0,USA,AZ,Tucson,Larry,Arndt,Larry Wayne,195.0,73.0,R,R,1989-06-06,1989-06-07,arndl001,arndtla01,bowlgreen,1985
arnolsc01,1962,8.0,18.0,USA,KY,Lexington,,,,,,,Scott,Arnold,Scott Gentry,210.0,74.0,R,R,1988-04-07,1988-04-23,arnos001,arnolsc01,miamioh,1981
arnolsc01,1962,8.0,18.0,USA,KY,Lexington,,,,,,,Scott,Arnold,Scott Gentry,210.0,74.0,R,R,1988-04-07,1988-04-23,arnos001,arnolsc01,miamioh,1982
arnolsc01,1962,8.0,18.0,USA,KY,Lexington,,,,,,,Scott,Arnold,Scott Gentry,210.0,74.0,R,R,1988-04-07,1988-04-23,arnos001,arnolsc01,miamioh,1983
arnolsc01,1962,8.0,18.0,USA,KY,Lexington,,,,,,,Scott,Arnold,Scott Gentry,210.0,74.0,R,R,1988-04-07,1988-04-23,arnos001,arnolsc01,miamioh,1984
arnolto01,1959,5.0,3.0,USA,TX,El Paso,,,,,,,Tony,Arnold,Tony Dale,170.0,71.0,R,R,1986-08-09,1987-10-03,arnot001,arnolto01,texas,1978
arnolto01,1959,5.0,3.0,USA,TX,El Paso,,,,,,,Tony,Arnold,Tony Dale,170.0,71.0,R,R,1986-08-09,1987-10-03,arnot001,arnolto01,texas,1979
arnolto01,1959,5.0,3.0,USA,TX,El Paso,,,,,,,Tony,Arnold,Tony Dale,170.0,71.0,R,R,1986-08-09,1987-10-03,arnot001,arnolto01,texas,1981
arnsbbr01,1963,8.0,20.0,USA,WA,Seattle,,,,,,,Brad,Arnsberg,Bradley James,205.0,76.0,R,R,1986-09-06,1992-04-23,arnsb001,arnsbbr01,camerce,1982
arnsbbr01,1963,8.0,20.0,USA,WA,Seattle,,,,,,,Brad,Arnsberg,Bradley James,205.0,76.0,R,R,1986-09-06,1992-04-23,arnsb001,arnsbbr01,camerce,1983
arrieja01,1986,3.0,6.0,USA,MO,Farmington,,,,,,,Jake,Arrieta,Jacob Joseph,225.0,76.0,R,R,2010-06-10,2017-09-26,arrij001,arrieja01,txchrist,2006
arrieja01,1986,3.0,6.0,USA,MO,Farmington,,,,,,,Jake,Arrieta,Jacob Joseph,225.0,76.0,R,R,2010-06-10,2017-09-26,arrij001,arrieja01,txchrist,2007
arroyru01,1950,6.0,19.0,USA,NY,New York,,,,,,,Rudy,Arroyo,Rudolph,195.0,74.0,L,L,1971-06-01,1971-06-24,arror101,arroyru01,cafooth,1969
arroyru01,1950,6.0,19.0,USA,NY,New York,,,,,,,Rudy,Arroyo,Rudolph,195.0,74.0,L,L,1971-06-01,1971-06-24,arror101,arroyru01,cafooth,1970
asadora01,1962,10.0,20.0,USA,CA,Fresno,,,,,,,Randy,Asadoor,Randall Carl,185.0,73.0,R,R,1986-09-14,1986-10-05,asadr001,asadora01,fresnost,1981
asadora01,1962,10.0,20.0,USA,CA,Fresno,,,,,,,Randy,Asadoor,Randall Carl,185.0,73.0,R,R,1986-09-14,1986-10-05,asadr001,asadora01,fresnost,1982
asadora01,1962,10.0,20.0,USA,CA,Fresno,,,,,,,Randy,Asadoor,Randall Carl,185.0,73.0,R,R,1986-09-14,1986-10-05,asadr001,asadora01,fresnost,1983
ascheco01,1990,6.0,30.0,USA,MO,St. Charles,,,,,,,Cody,Asche,Cody James,205.0,73.0,L,R,2013-07-30,2017-05-12,aschc001,ascheco01,nebraska,2009
ascheco01,1990,6.0,30.0,USA,MO,St. Charles,,,,,,,Cody,Asche,Cody James,205.0,73.0,L,R,2013-07-30,2017-05-12,aschc001,ascheco01,nebraska,2010
ascheco01,1990,6.0,30.0,USA,MO,St. Charles,,,,,,,Cody,Asche,Cody James,205.0,73.0,L,R,2013-07-30,2017-05-12,aschc001,ascheco01,nebraska,2011
ashbyan01,1967,7.0,11.0,USA,MO,Kansas City,,,,,,,Andy,Ashby,Andrew Jason,180.0,73.0,R,R,1991-06-10,2004-09-14,ashba002,ashbyan01,mocrowd,1986
ashfotu01,1954,12.0,4.0,USA,TN,Memphis,,,,,,,Tucker,Ashford,Thomas Steven,195.0,73.0,R,R,1976-09-21,1984-05-14,ashft001,ashfotu01,olemiss,1973
ashfotu01,1954,12.0,4.0,USA,TN,Memphis,,,,,,,Tucker,Ashford,Thomas Steven,195.0,73.0,R,R,1976-09-21,1984-05-14,ashft001,ashfotu01,tnswten,1974
ashke01,1901,9.0,16.0,USA,WV,Anmoore,1979.0,11.0,15.0,USA,WV,Clarksburg,Ken,Ash,Kenneth Lowther,165.0,71.0,R,R,1925-04-17,1930-09-26,ash-k101,ashke01,wvwesleyan,1921
assenpa01,1960,12.0,10.0,USA,MI,Detroit,,,,,,,Paul,Assenmacher,Paul Andre,195.0,75.0,L,L,1986-04-12,1999-10-03,assep001,assenpa01,aquinasmi,1980
assenpa01,1960,12.0,10.0,USA,MI,Detroit,,,,,,,Paul,Assenmacher,Paul Andre,195.0,75.0,L,L,1986-04-12,1999-10-03,assep001,assenpa01,aquinasmi,1981
assenpa01,1960,12.0,10.0,USA,MI,Detroit,,,,,,,Paul,Assenmacher,Paul Andre,195.0,75.0,L,L,1986-04-12,1999-10-03,assep001,assenpa01,aquinasmi,1982
assenpa01,1960,12.0,10.0,USA,MI,Detroit,,,,,,,Paul,Assenmacher,Paul Andre,195.0,75.0,L,L,1986-04-12,1999-10-03,assep001,assenpa01,aquinasmi,1983
astrojo01,1922,9.0,1.0,USA,IL,East Alton,2013.0,5.0,3.0,USA,FL,Boca Raton,Joe,Astroth,Joseph Henry,187.0,69.0,R,R,1945-08-13,1956-05-13,astrj101,astrojo01,illinois,1940
astrojo01,1922,9.0,1.0,USA,IL,East Alton,2013.0,5.0,3.0,USA,FL,Boca Raton,Joe,Astroth,Joseph Henry,187.0,69.0,R,R,1945-08-13,1956-05-13,astrj101,astrojo01,illinois,1941
astrojo01,1922,9.0,1.0,USA,IL,East Alton,2013.0,5.0,3.0,USA,FL,Boca Raton,Joe,Astroth,Joseph Henry,187.0,69.0,R,R,1945-08-13,1956-05-13,astrj101,astrojo01,illinois,1942
atchisc01,1976,3.0,29.0,USA,TX,Denton,,,,,,,Scott,Atchison,Scott Barham,200.0,74.0,R,R,2004-07-31,2015-06-22,atchs001,atchisc01,txchrist,1995
atchisc01,1976,3.0,29.0,USA,TX,Denton,,,,,,,Scott,Atchison,Scott Barham,200.0,74.0,R,R,2004-07-31,2015-06-22,atchs001,atchisc01,txchrist,1996
