playerid,birthyear,birthmonth,birthday,birthcountry,birthstate,birthcity,deathyear,deathmonth,deathday,deathcountry,deathstate,deathcity,namefirst,namelast,namegiven,weight,height,bats,throws,debut,finalgame,retroid,bbrefid,schoolid,yearid
alexama01,1947.0,1.0,30.0,USA,LA,Shreveport,,,,,,,Matt,Alexander,Matthew,168.0,71.0,B,R,1973-08-23,1981-10-03,alexm101,alexama01,grambling,1968.0
alexama02,1971.0,3.0,20.0,D.R.,San Pedro de Macoris,San Pedro de Macoris,,,,,,,Manny,Alexander,Manuel de Jesus,150.0,70.0,R,R,1992-09-18,2006-09-28,alexm001,alexama02,,
alexani01,1858.0,11.0,24.0,USA,IL,Pana,1933.0,12.0,22.0,USA,IL,Pana,Nin,Alexander,William Henry,163.0,64.0,R,R,1884-06-07,1884-09-03,alexn101,alexani01,,
alexape01,1887.0,2.0,26.0,USA,NE,Elba,1950.0,11.0,4.0,USA,NE,St. Paul,Pete,Alexander,Grover Cleveland,185.0,73.0,R,R,1911-04-15,1930-05-28,alexg102,alexape01,,
alexasc01,1989.0,7.0,10.0,USA,CA,Santa Rosa,,,,,,,Scott,Alexander,Scott Alain,190.0,74.0,L,L,2015-09-02,2017-09-29,alexs001,alexasc02,,
alexawa01,1891.0,3.0,5.0,USA,GA,Atlanta,1978.0,12.0,29.0,USA,TX,Fort Worth,Walt,Alexander,Walter Ernest,165.0,70.0,R,R,1912-06-21,1917-09-08,alexw101,alexawa01,,
alfarja01,1977.0,11.0,29.0,USA,TX,San Antonio,,,,,,,Jason,Alfaro,Jason,185.0,70.0,R,R,2004-09-09,2004-10-01,alfaj001,alfarja01,txhillj,1997.0
alfarjo01,1993.0,6.0,11.0,Colombia,Sucre,Sincelejo,,,,,,,Jorge,Alfaro,Jorge Mario,225.0,74.0,R,R,2016-09-12,2017-09-30,alfaj002,alfarjo01,,
alfonan01,1972.0,4.0,16.0,D.R.,La Romana,La Romana,,,,,,,Antonio,Alfonseca,Antonio,250.0,77.0,R,R,1997-06-17,2007-09-23,alfoa001,alfonan01,,
alfoned01,1973.0,11.0,8.0,Venezuela,Miranda,Santa Teresa del Tuy,,,,,,,Edgardo,Alfonzo,Edgardo Antonio,210.0,71.0,R,R,1995-04-26,2006-06-11,alfoe001,alfoned01,,
alfonel01,1979.0,2.0,7.0,Venezuela,Anzoategui,Puerto La Cruz,,,,,,,Eliezer,Alfonzo,Eliezer Jesus,220.0,71.0,R,R,2006-06-03,2011-09-13,alfoe002,alfonel01,,
alforan01,1994.0,7.0,20.0,USA,MS,Columbia,,,,,,,Anthony,Alford,Anthony Joseph,215.0,73.0,R,R,2017-05-19,2017-05-23,alfoa002,alforan01,,
alicelu01,1965.0,7.0,29.0,P.R.,,Santurce,,,,,,,Luis,Alicea,Luis Rene,165.0,69.0,B,R,1988-04-23,2002-09-25,alicl001,alicelu01,floridast,1984.0
alicelu01,1965.0,7.0,29.0,P.R.,,Santurce,,,,,,,Luis,Alicea,Luis Rene,165.0,69.0,B,R,1988-04-23,2002-09-25,alicl001,alicelu01,floridast,1985.0
alicelu01,1965.0,7.0,29.0,P.R.,,Santurce,,,,,,,Luis,Alicea,Luis Rene,165.0,69.0,B,R,1988-04-23,2002-09-25,alicl001,alicelu01,floridast,1986.0
allanan01,1961.0,12.0,22.0,USA,VA,Richmond,,,,,,,Andy,Allanson,Andrew Neal,220.0,77.0,R,R,1986-04-07,1995-10-02,allaa001,allanan01,richmond,1981.0
allanan01,1961.0,12.0,22.0,USA,VA,Richmond,,,,,,,Andy,Allanson,Andrew Neal,220.0,77.0,R,R,1986-04-07,1995-10-02,allaa001,allanan01,richmond,1982.0
allanan01,1961.0,12.0,22.0,USA,VA,Richmond,,,,,,,Andy,Allanson,Andrew Neal,220.0,77.0,R,R,1986-04-07,1995-10-02,allaa001,allanan01,richmond,1983.0
allarbr01,1958.0,1.0,3.0,USA,IL,Spring Valley,,,,,,,Brian,Allard,Brian Marshall,175.0,73.0,R,R,1979-08-08,1981-06-10,allab101,allarbr01,,
allenbe01,1939.0,4.0,16.0,USA,OH,East Liverpool,,,,,,,Bernie,Allen,Bernard Keith,175.0,72.0,L,R,1962-04-10,1973-09-19,alleb105,allenbe01,purdue,1959.0
allenbe01,1939.0,4.0,16.0,USA,OH,East Liverpool,,,,,,,Bernie,Allen,Bernard Keith,175.0,72.0,L,R,1962-04-10,1973-09-19,alleb105,allenbe01,purdue,1960.0
allenbe01,1939.0,4.0,16.0,USA,OH,East Liverpool,,,,,,,Bernie,Allen,Bernard Keith,175.0,72.0,L,R,1962-04-10,1973-09-19,alleb105,allenbe01,purdue,1961.0
allenbo01,1867.0,7.0,10.0,USA,OH,Marion,1943.0,5.0,14.0,USA,AR,Little Rock,Bob,Allen,Robert Gilman,175.0,71.0,R,R,1890-04-19,1900-06-01,alleb103,allenbo01,,
allenbo02,1894.0,10.0,13.0,USA,WI,Muscoda,1975.0,12.0,18.0,USA,IL,Naperville,Bob,Allen,Robert,180.0,70.0,R,R,1919-08-20,1919-09-09,alleb104,allenbo02,wisconsin,1919.0
allenbo02,1894.0,10.0,13.0,USA,WI,Muscoda,1975.0,12.0,18.0,USA,IL,Naperville,Bob,Allen,Robert,180.0,70.0,R,R,1919-08-20,1919-09-09,alleb104,allenbo02,wisconsin,1920.0
allenbo02,1894.0,10.0,13.0,USA,WI,Muscoda,1975.0,12.0,18.0,USA,IL,Naperville,Bob,Allen,Robert,180.0,70.0,R,R,1919-08-20,1919-09-09,alleb104,allenbo02,wisconsin,1921.0
allenbo03,1914.0,7.0,2.0,USA,TN,Smithville,2005.0,10.0,30.0,USA,VA,Chesapeake,Bob,Allen,Robert Earl,165.0,73.0,R,R,1937-09-19,1937-10-02,alleb102,allenbo03,,
allenbo04,1937.0,10.0,23.0,USA,TX,Tatum,,,,,,,Bob,Allen,Robert Gray,175.0,74.0,L,L,1961-04-14,1967-09-27,alleb101,allenbo04,,
allenbr01,1986.0,2.0,12.0,USA,TX,Conroe,,,,,,,Brandon,Allen,Brandon Durell,230.0,74.0,L,R,2009-08-22,2012-05-09,alleb001,allenbr01,,
allench01,1975.0,2.0,6.0,USA,TX,Dallas,,,,,,,Chad,Allen,John Chad,195.0,73.0,R,R,1999-04-06,2005-06-02,allec001,allench01,texasam,1994.0
allench01,1975.0,2.0,6.0,USA,TX,Dallas,,,,,,,Chad,Allen,John Chad,195.0,73.0,R,R,1999-04-06,2005-06-02,allec001,allench01,texasam,1995.0
allench01,1975.0,2.0,6.0,USA,TX,Dallas,,,,,,,Chad,Allen,John Chad,195.0,73.0,R,R,1999-04-06,2005-06-02,allec001,allench01,texasam,1996.0
allenco01,1988.0,11.0,20.0,USA,FL,Orlando,,,,,,,Cody,Allen,Cody Edward,210.0,73.0,R,R,2012-07-20,2017-10-01,allec002,allenco01,highpoint,2011.0
allendi01,1942.0,3.0,8.0,USA,PA,Wampum,,,,,,,Dick,Allen,Richard Anthony,187.0,71.0,R,R,1963-09-03,1977-06-19,alled101,allendi01,,
allendu01,1972.0,8.0,9.0,USA,OK,Oklahoma City,,,,,,,Dusty,Allen,Dustin R.,215.0,76.0,R,R,2000-07-01,2000-10-01,alled001,allendu01,stanford,1992.0
allendu01,1972.0,8.0,9.0,USA,OK,Oklahoma City,,,,,,,Dusty,Allen,Dustin R.,215.0,76.0,R,R,2000-07-01,2000-10-01,alled001,allendu01,stanford,1993.0
allendu01,1972.0,8.0,9.0,USA,OK,Oklahoma City,,,,,,,Dusty,Allen,Dustin R.,215.0,76.0,R,R,2000-07-01,2000-10-01,alled001,allendu01,stanford,1994.0
allendu01,1972.0,8.0,9.0,USA,OK,Oklahoma City,,,,,,,Dusty,Allen,Dustin R.,215.0,76.0,R,R,2000-07-01,2000-10-01,alled001,allendu01,stanford,1995.0
allenet01,1904.0,1.0,1.0,USA,OH,Cincinnati,1993.0,9.0,15.0,USA,CA,Crescent City,Ethan,Allen,Ethan Nathan,180.0,73.0,R,R,1926-06-13,1938-06-18,allee101,allenet01,cincy,1924.0
allenet01,1904.0,1.0,1.0,USA,OH,Cincinnati,1993.0,9.0,15.0,USA,CA,Crescent City,Ethan,Allen,Ethan Nathan,180.0,73.0,R,R,1926-06-13,1938-06-18,allee101,allenet01,cincy,1925.0
allenet01,1904.0,1.0,1.0,USA,OH,Cincinnati,1993.0,9.0,15.0,USA,CA,Crescent City,Ethan,Allen,Ethan Nathan,180.0,73.0,R,R,1926-06-13,1938-06-18,allee101,allenet01,cincy,1926.0
allenfr01,1888.0,8.0,26.0,USA,AL,Newbern,1933.0,7.0,30.0,USA,AL,Gainsville,Frank,Allen,Frank Leon,175.0,69.0,R,L,1912-04-24,1917-09-19,allef101,allenfr01,rhodestn,1907.0
allenfr01,1888.0,8.0,26.0,USA,AL,Newbern,1933.0,7.0,30.0,USA,AL,Gainsville,Frank,Allen,Frank Leon,175.0,69.0,R,L,1912-04-24,1917-09-19,allef101,allenfr01,rhodestn,1908.0
allenfr01,1888.0,8.0,26.0,USA,AL,Newbern,1933.0,7.0,30.0,USA,AL,Gainsville,Frank,Allen,Frank Leon,175.0,69.0,R,L,1912-04-24,1917-09-19,allef101,allenfr01,rhodestn,1909.0
allenga01,1955.0,2.0,4.0,USA,CA,Culver City,,,,,,,Gary,Allenson,Gary Martin,185.0,71.0,R,R,1979-04-08,1985-08-23,alleg001,allenga01,arizonast,1973.0
allenga01,1955.0,2.0,4.0,USA,CA,Culver City,,,,,,,Gary,Allenson,Gary Martin,185.0,71.0,R,R,1979-04-08,1985-08-23,alleg001,allenga01,arizonast,1974.0
allenga01,1955.0,2.0,4.0,USA,CA,Culver City,,,,,,,Gary,Allenson,Gary Martin,185.0,71.0,R,R,1979-04-08,1985-08-23,alleg001,allenga01,arizonast,1975.0
allenga01,1955.0,2.0,4.0,USA,CA,Culver City,,,,,,,Gary,Allenson,Gary Martin,185.0,71.0,R,R,1979-04-08,1985-08-23,alleg001,allenga01,arizonast,1976.0
allengr01,1993.0,3.0,15.0,USA,CA,San Diego,,,,,,,Greg,Allen,Gregory Lomack,175.0,72.0,B,R,2017-09-01,2017-10-01,alleg002,allengr01,,
allenha01,1846.0,4.0,20.0,USA,ME,Augusta,1881.0,2.0,6.0,USA,MA,Natick,Ham,Allen,Frank Erwin,,64.0,,,1872-04-27,1872-08-09,alleh102,allenha01,,
allenha02,1940.0,7.0,23.0,USA,PA,Wampum,,,,,,,Hank,Allen,Harold Andrew,190.0,72.0,R,R,1966-09-09,1973-09-28,alleh104,allenha02,,
allenhe01,1863.0,2.0,25.0,USA,CT,Westport,1916.0,9.0,21.0,USA,CT,Saugatuck,Hezekiah,Allen,Hezekiah,160.0,71.0,,,1884-05-16,1884-05-16,alleh103,allenhe01,,
allenho01,1899.0,6.0,11.0,USA,FL,DeLand,1981.0,7.0,5.0,USA,NC,Canton,Horace,Allen,Horace Tanner,187.0,72.0,L,R,1919-06-15,1919-09-27,alleh101,allenho01,,
allenja01,1855.0,10.0,2.0,USA,IL,Woodstock,1915.0,4.0,21.0,USA,NJ,Trenton,Jack,Allen,Cyrus Alban,160.0,,R,R,1879-05-01,1879-07-17,allej103,allenja01,,
allenja02,1958.0,5.0,29.0,USA,WA,Yakima,,,,,,,Jamie,Allen,James Bradley,205.0,72.0,R,R,1983-05-01,1983-09-04,allej101,allenja02,arizonast,1977.0
allenja02,1958.0,5.0,29.0,USA,WA,Yakima,,,,,,,Jamie,Allen,James Bradley,205.0,72.0,R,R,1983-05-01,1983-09-04,allej101,allenja02,arizonast,1978.0
allenja02,1958.0,5.0,29.0,USA,WA,Yakima,,,,,,,Jamie,Allen,James Bradley,205.0,72.0,R,R,1983-05-01,1983-09-04,allej101,allenja02,arizonast,1979.0
allenje01,1972.0,1.0,11.0,USA,IN,Anderson,,,,,,,Jermaine,Allensworth,Jermaine LaMont,178.0,72.0,R,R,1996-07-23,1999-05-29,allej001,allenje01,purdue,1991.0
allenje01,1972.0,1.0,11.0,USA,IN,Anderson,,,,,,,Jermaine,Allensworth,Jermaine LaMont,178.0,72.0,R,R,1996-07-23,1999-05-29,allej001,allenje01,purdue,1992.0
allenje01,1972.0,1.0,11.0,USA,IN,Anderson,,,,,,,Jermaine,Allensworth,Jermaine LaMont,178.0,72.0,R,R,1996-07-23,1999-05-29,allej001,allenje01,purdue,1993.0
allenjo01,1890.0,10.0,27.0,USA,WV,Berkeley Springs,1967.0,9.0,24.0,USA,MD,Hagerstown,John,Allen,John Marshall,170.0,73.0,R,R,1914-06-02,1914-06-02,allej104,allenjo01,,
allenjo02,1904.0,9.0,30.0,USA,NC,Lenoir,1959.0,3.0,29.0,USA,FL,St. Petersburg,Johnny,Allen,John Thomas,180.0,72.0,R,R,1932-04-19,1944-09-26,allej102,allenjo02,,
allenki01,1953.0,4.0,5.0,USA,CA,Fontana,,,,,,,Kim,Allen,Kim Bryant,175.0,71.0,R,R,1980-09-02,1981-09-29,allek101,allenki01,ucriver,1973.0
allenki01,1953.0,4.0,5.0,USA,CA,Fontana,,,,,,,Kim,Allen,Kim Bryant,175.0,71.0,R,R,1980-09-02,1981-09-29,allek101,allenki01,ucriver,1974.0
allenki01,1953.0,4.0,5.0,USA,CA,Fontana,,,,,,,Kim,Allen,Kim Bryant,175.0,71.0,R,R,1980-09-02,1981-09-29,allek101,allenki01,ucriver,1975.0
allenll01,1950.0,5.0,8.0,USA,CA,Merced,,,,,,,Lloyd,Allen,Lloyd Cecil,185.0,73.0,R,R,1969-09-01,1975-07-27,allel101,allenll01,,
allenlu01,1978.0,8.0,4.0,USA,GA,Covington,,,,,,,Luke,Allen,Lucas Gale,208.0,74.0,L,R,2002-09-10,2003-07-17,allel001,allenlu01,,
allenmy01,1854.0,3.0,22.0,USA,NY,Kingston,1924.0,3.0,8.0,USA,NY,Kingston,Myron,Allen,Myron Smith,150.0,68.0,R,R,1883-07-19,1888-07-01,allem101,allenmy01,,
allenne01,1958.0,1.0,24.0,USA,KS,Kansas City,,,,,,,Neil,Allen,Neil Patrick,185.0,75.0,R,R,1979-04-15,1989-09-19,allen001,allenne01,,
allenni01,1888.0,9.0,14.0,USA,KS,Norton,1939.0,10.0,16.0,USA,IL,Hines,Nick,Allen,Artemus Ward,180.0,72.0,R,R,1914-05-01,1920-10-02,allen101,allenni01,,
allenpe01,1868.0,5.0,1.0,USA,OH,Columbiana,1946.0,4.0,15.0,USA,PA,Philadelphia,Pete,Allen,Jesse Hall,185.0,68.0,R,R,1893-08-04,1893-08-04,allep101,allenpe01,amherstma,1892.0
allenpe01,1868.0,5.0,1.0,USA,OH,Columbiana,1946.0,4.0,15.0,USA,PA,Philadelphia,Pete,Allen,Jesse Hall,185.0,68.0,R,R,1893-08-04,1893-08-04,allep101,allenpe01,amherstma,1893.0
allenro01,1943.0,12.0,23.0,USA,PA,Wampum,,,,,,,Ron,Allen,Ronald Frederick,205.0,75.0,B,R,1972-08-11,1972-08-21,aller101,allenro01,,
allenro02,1959.0,10.0,5.0,USA,CA,Los Angeles,,,,,,,Rod,Allen,Roderick Bernet,185.0,73.0,R,R,1983-04-07,1988-10-02,aller001,allenro02,,
allensl01,1886.0,8.0,23.0,USA,MO,West Plains,1959.0,10.0,16.0,USA,TX,Lubbock,Sled,Allen,Fletcher Manson,180.0,73.0,R,R,1910-05-04,1910-08-05,alles101,allensl01,,
alleyge01,1940.0,7.0,10.0,USA,VA,Richmond,,,,,,,Gene,Alley,Leonard Eugene,160.0,70.0,R,R,1963-09-04,1973-09-27,alleg101,alleyge01,,
alliebo01,1952.0,5.0,1.0,USA,MA,New Bedford,,,,,,,Bob,Allietta,Robert George,190.0,72.0,R,R,1975-05-06,1975-09-28,allib101,alliebo01,,
alliega01,1931.0,10.0,28.0,USA,NC,Statesville,2016.0,10.0,4.0,USA,TX,San Antonio,Gair,Allie,Gair Roosevelt,190.0,73.0,R,R,1954-04-13,1954-09-26,allig101,alliega01,,
allisan01,1848.0,,,USA,NY,New York,1897.0,3.0,21.0,USA,NY,Brooklyn,Andy,Allison,Andrew Kent,150.0,70.0,,,1872-05-07,1872-10-21,allia102,allisan01,,
allisar01,1849.0,1.0,29.0,USA,PA,Philadelphia,1916.0,2.0,25.0,USA,DC,Washington,Art,Allison,Arthur Algernon,150.0,68.0,,,1871-05-04,1876-10-05,allia101,allisar01,,
allisbi01,1850.0,7.0,16.0,USA,NY,New York,1887.0,1.0,25.0,USA,NY,Brooklyn,Bill,Allison,William,,,,,1872-05-21,1872-07-04,allib102,allisbi01,,
allisbo01,1934.0,7.0,11.0,USA,MO,Raytown,1995.0,4.0,9.0,USA,AZ,Rio Verde,Bob,Allison,William Robert,205.0,75.0,R,R,1958-09-16,1970-09-29,allib103,allisbo01,kansas,1954.0
allisda01,1966.0,8.0,14.0,USA,VA,Front Royal,,,,,,,Dana,Allison,Dana Eric,215.0,75.0,R,L,1991-04-12,1991-05-23,allid001,allisda01,jamesmad,1986.0
allisda01,1966.0,8.0,14.0,USA,VA,Front Royal,,,,,,,Dana,Allison,Dana Eric,215.0,75.0,R,L,1991-04-12,1991-05-23,allid001,allisda01,jamesmad,1987.0
allisda01,1966.0,8.0,14.0,USA,VA,Front Royal,,,,,,,Dana,Allison,Dana Eric,215.0,75.0,R,L,1991-04-12,1991-05-23,allid001,allisda01,jamesmad,1988.0
allisda01,1966.0,8.0,14.0,USA,VA,Front Royal,,,,,,,Dana,Allison,Dana Eric,215.0,75.0,R,L,1991-04-12,1991-05-23,allid001,allisda01,jamesmad,1989.0
allisdo01,1846.0,7.0,12.0,USA,PA,Philadelphia,1916.0,12.0,19.0,USA,DC,Washington,Doug,Allison,Douglas L.,160.0,70.0,R,R,1871-05-05,1883-07-13,allid101,allisdo01,,
allisma01,1887.0,1.0,23.0,USA,KY,Owensboro,1964.0,3.0,13.0,USA,MO,Mount Vernon,Mack,Allison,Mack Pendleton,185.0,73.0,R,R,1911-09-13,1913-08-20,allim102,allisma01,,
allismi01,1890.0,10.0,16.0,USA,MI,Elk Rapids,1957.0,6.0,18.0,USA,WI,Kenosha,Milo,Allison,Milo Henry,163.0,72.0,L,R,1913-09-26,1917-06-29,allim101,allismi01,,
allrebe01,1965.0,6.0,4.0,USA,AZ,Mesa,,,,,,,Beau,Allred,Dale LeBeau,190.0,72.0,L,L,1989-09-07,1991-06-25,allrb001,allrebe01,lamar,1986.0
allrebe01,1965.0,6.0,4.0,USA,AZ,Mesa,,,,,,,Beau,Allred,Dale LeBeau,190.0,72.0,L,L,1989-09-07,1991-06-25,allrb001,allrebe01,lamar,1987.0
almadme01,1913.0,2.0,7.0,Mexico,Sonora,Huatabampo,1988.0,8.0,13.0,Mexico,Sonora,Caborca,Mel,Almada,Baldomero Melo,170.0,72.0,L,L,1933-09-08,1939-10-01,almam101,almadme01,,
almanar01,1972.0,10.0,26.0,USA,TX,El Paso,,,,,,,Armando,Almanza,Armando,205.0,75.0,L,L,1999-07-29,2005-07-20,almaa001,almanar01,nmnmjco,1992.0
almanar01,1972.0,10.0,26.0,USA,TX,El Paso,,,,,,,Armando,Almanza,Armando,205.0,75.0,L,L,1999-07-29,2005-07-20,almaa001,almanar01,nmnmjco,1993.0
almanca01,1973.0,11.0,6.0,D.R.,Santiago,Santiago,,,,,,,Carlos,Almanzar,Carlos Manuel,166.0,74.0,R,R,1997-09-04,2005-04-30,almac001,almanca01,,
almeira01,1887.0,6.0,30.0,Cuba,La Habana,La Habana,1969.0,3.0,18.0,Cuba,La Habana,La Habana,Rafael,Almeida,Rafael D.,164.0,69.0,R,R,1911-07-04,1913-07-18,almer101,almeira01,,
almonab01,1989.0,6.0,27.0,D.R.,Distrito Nacional,Santo Domingo,,,,,,,Abraham,Almonte,Abraham,210.0,69.0,B,R,2013-08-30,2017-10-01,almoa001,almonab01,,
almonbi01,1952.0,11.0,21.0,USA,RI,Providence,,,,,,,Bill,Almon,William Francis,180.0,75.0,R,R,1974-09-02,1988-06-14,almob001,almonbi01,brown,1973.0
almonbi01,1952.0,11.0,21.0,USA,RI,Providence,,,,,,,Bill,Almon,William Francis,180.0,75.0,R,R,1974-09-02,1988-06-14,almob001,almonbi01,brown,1974.0
almoned01,1976.0,12.0,17.0,D.R.,Santiago,Santiago,,,,,,,Edwin,Almonte,Edwin,200.0,75.0,R,R,2003-07-07,2003-09-10,almoe002,almoned01,stfranny,1996.0
almoned01,1976.0,12.0,17.0,D.R.,Santiago,Santiago,,,,,,,Edwin,Almonte,Edwin,200.0,75.0,R,R,2003-07-07,2003-09-10,almoe002,almoned01,stfranny,1997.0
almoned01,1976.0,12.0,17.0,D.R.,Santiago,Santiago,,,,,,,Edwin,Almonte,Edwin,200.0,75.0,R,R,2003-07-07,2003-09-10,almoe002,almoned01,stfranny,1998.0
almoner01,1978.0,2.0,1.0,D.R.,Distrito Nacional,Santo Domingo,,,,,,,Erick,Almonte,Erick R.,245.0,74.0,R,R,2001-09-04,2011-04-25,almoe001,almoner01,,
almonhe01,1975.0,10.0,17.0,D.R.,Distrito Nacional,Santo Domingo,,,,,,,Hector,Almonte,Hector Radhames,190.0,74.0,R,R,1999-07-26,2003-09-28,almoh001,almonhe01,,
almonmi01,1993.0,4.0,4.0,D.R.,Santiago,Santiago,,,,,,,Miguel,Almonte,Miguel Emilio,210.0,74.0,R,R,2015-09-01,2017-07-01,almom001,almonmi01,,
almonzo01,1989.0,6.0,10.0,D.R.,Distrito Nacional,Santo Domingo,,,,,,,Zoilo,Almonte,Zoilo Manuel,205.0,72.0,B,R,2013-06-19,2014-07-30,almoz001,almonzo01,,
almoral01,1994.0,4.0,16.0,USA,FL,Hialeah,,,,,,,Albert,Almora,Reinaldo Albert,190.0,74.0,R,R,2016-06-07,2017-10-01,almoa002,almoral01,,
alomalu01,1923.0,6.0,19.0,Cuba,La Habana,La Habana,1997.0,4.0,7.0,USA,IL,Park Ridge,Luis,Aloma,Luis,195.0,74.0,R,R,1950-04-19,1953-08-30,aloml101,alomalu01,,
alomaro01,1968.0,2.0,5.0,P.R.,,Ponce,,,,,,,Roberto,Alomar,Roberto,184.0,72.0,B,R,1988-04-22,2004-09-05,alomr001,alomaro01,,
alomasa01,1943.0,10.0,19.0,P.R.,,Salinas,,,,,,,Sandy,Alomar,Santos,140.0,69.0,B,R,1964-09-15,1978-09-30,aloms101,alomasa01,,
alomasa02,1966.0,6.0,18.0,P.R.,,Salinas,,,,,,,Sandy,Alomar,Santos,200.0,77.0,R,R,1988-09-30,2007-09-30,aloms001,alomasa02,,
alonsyo01,1987.0,4.0,8.0,Cuba,La Habana,La Habana,,,,,,,Yonder,Alonso,Yonder,230.0,73.0,L,R,2010-09-01,2017-10-01,alony001,alonsyo01,miamifl,2006.0
alonsyo01,1987.0,4.0,8.0,Cuba,La Habana,La Habana,,,,,,,Yonder,Alonso,Yonder,230.0,73.0,L,R,2010-09-01,2017-10-01,alony001,alonsyo01,miamifl,2007.0
alonsyo01,1987.0,4.0,8.0,Cuba,La Habana,La Habana,,,,,,,Yonder,Alonso,Yonder,230.0,73.0,L,R,2010-09-01,2017-10-01,alony001,alonsyo01,miamifl,2008.0
aloufe01,1935.0,5.0,12.0,D.R.,San Cristobal,Bajos de Haina,,,,,,,Felipe,Alou,Felipe Rojas,195.0,72.0,R,R,1958-06-08,1974-04-24,alouf101,aloufe01,,
alouje01,1942.0,3.0,24.0,D.R.,San Cristobal,Bajos de Haina,,,,,,,Jesus,Alou,Jesus Maria Rojas,190.0,74.0,R,R,1963-09-10,1979-09-29,alouj101,alouje01,,
alouma01,1938.0,12.0,22.0,D.R.,San Cristobal,Bajos de Haina,2011.0,11.0,3.0,D.R.,Distrito Nacional,Santo Domingo,Matty,Alou,Mateo Rojas,160.0,69.0,L,L,1960-09-26,1974-06-21,aloum101,alouma01,,
aloumo01,1966.0,7.0,3.0,USA,GA,Atlanta,,,,,,,Moises,Alou,Moises Rojas,185.0,75.0,R,R,1990-07-26,2008-06-10,aloum001,aloumo01,cacanad,1985.0
aloumo01,1966.0,7.0,3.0,USA,GA,Atlanta,,,,,,,Moises,Alou,Moises Rojas,185.0,75.0,R,R,1990-07-26,2008-06-10,aloum001,aloumo01,cacanad,1986.0
alperwh01,1879.0,11.0,10.0,USA,PA,Etna,1942.0,12.0,25.0,USA,PA,Pittsburgh,Whitey,Alpermann,Charles Augustus,180.0,70.0,R,R,1906-04-13,1909-10-02,alpew101,alperwh01,,
alstode01,1952.0,9.0,22.0,USA,NY,Valhalla,,,,,,,Dell,Alston,Wendell,180.0,72.0,L,R,1977-05-17,1980-10-04,alstd101,alstode01,concordny,1971.0
alstode01,1952.0,9.0,22.0,USA,NY,Valhalla,,,,,,,Dell,Alston,Wendell,180.0,72.0,L,R,1977-05-17,1980-10-04,alstd101,alstode01,concordny,1972.0
alstoga01,1971.0,12.0,8.0,USA,NY,Mount Vernon,,,,,,,Garvin,Alston,Garvin James,185.0,74.0,R,R,1996-06-06,1996-06-18,alstg001,alstoga01,flinternat,1992.0
alstoga01,1971.0,12.0,8.0,USA,NY,Mount Vernon,,,,,,,Garvin,Alston,Garvin James,185.0,74.0,R,R,1996-06-06,1996-06-18,alstg001,alstoga01,nymercy,1990.0
alstoto01,1926.0,1.0,31.0,USA,NC,Greensboro,1993.0,12.0,30.0,USA,NC,Winston-Salem,Tom,Alston,Thomas Edison,210.0,77.0,L,R,1954-04-13,1957-09-29,alstt101,alstoto01,ncat,1947.0
alstoto01,1926.0,1.0,31.0,USA,NC,Greensboro,1993.0,12.0,30.0,USA,NC,Winston-Salem,Tom,Alston,Thomas Edison,210.0,77.0,L,R,1954-04-13,1957-09-29,alstt101,alstoto01,ncat,1948.0
alstoto01,1926.0,1.0,31.0,USA,NC,Greensboro,1993.0,12.0,30.0,USA,NC,Winston-Salem,Tom,Alston,Thomas Edison,210.0,77.0,L,R,1954-04-13,1957-09-29,alstt101,alstoto01,ncat,1949.0
alstoto01,1926.0,1.0,31.0,USA,NC,Greensboro,1993.0,12.0,30.0,USA,NC,Winston-Salem,Tom,Alston,Thomas Edison,210.0,77.0,L,R,1954-04-13,1957-09-29,alstt101,alstoto01,ncat,1950.0
alstowa01,1911.0,12.0,1.0,USA,OH,Venice,1984.0,10.0,1.0,USA,OH,Oxford,Walter,Alston,Walter Emmons,195.0,74.0,R,R,1936-09-27,1936-09-27,alstw101,alstowa01,miamioh,1933.0
alstowa01,1911.0,12.0,1.0,USA,OH,Venice,1984.0,10.0,1.0,USA,OH,Oxford,Walter,Alston,Walter Emmons,195.0,74.0,R,R,1936-09-27,1936-09-27,alstw101,alstowa01,miamioh,1934.0
alstowa01,1911.0,12.0,1.0,USA,OH,Venice,1984.0,10.0,1.0,USA,OH,Oxford,Walter,Alston,Walter Emmons,195.0,74.0,R,R,1936-09-27,1936-09-27,alstw101,alstowa01,miamioh,1935.0
altampo01,1952.0,5.0,17.0,Nicaragua,Matagalpa,Ciudad Dario,,,,,,,Porfi,Altamirano,Porfirio,175.0,72.0,R,R,1982-05-09,1984-06-08,altap001,altampo01,,
altavda01,1992.0,9.0,8.0,USA,PA,McKeesport,,,,,,,Dan,Altavilla,Daniel,200.0,71.0,R,R,2016-08-27,2017-09-30,altad001,altavda01,,
altener01,1894.0,12.0,1.0,USA,OH,Avon,1981.0,9.0,9.0,USA,CA,Napa,Ernie,Alten,Ernest Matthias,175.0,72.0,R,L,1920-04-17,1920-06-30,altee101,altener01,,
altenje01,1893.0,1.0,2.0,USA,MI,Ashley,1973.0,3.0,12.0,USA,MI,Lansing,Jesse,Altenburg,Jesse Howard,158.0,69.0,L,R,1916-09-19,1917-05-17,altej101,altenje01,,
